Opinion,Brand,Body
irr,twt,"Hoy si es hora de dormir ツ #twitter&facebookOFF
"
neg,apl,"RT @RedDeerSteph: @Joelplane @apple I hear you! I've had trouble with my 3 & now 4. I've even turned down brightness. #andshuttingdownru ...
"
pos,msf,"Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/BpFKyd1O
"
neu,msf,"What’s new in the #Microsoft world after #bldwin? Find out at #DevReach in Europe. Register at
"
irr,msf,"Microsoft entwickelt Sensor für Arbeitskleidung: Es geht nicht etwa um den Grad der Verschmutzung, so... http://t.co/rzTZ9G1P #microsoft
"
irr,msf,"@uniquegens я мечтаю однажды такое сказать про #Microsoft
"
neu,apl,"Video: SIRI also gets angry. http://t.co/ksX2XZoR @chrisvoss @apple #apple #siri #iphone4S #Ai
"
neu,ggl,"#Google+
"
irr,ggl,"Settlement with Multiple Plaintiffs: The Role of Insolvency pdf ebook: http://t.co/YEl8Pq4O #google
"
pos,apl,"Come to the dark side 📱“@gretcheneclark: Hey @apple, if you send me a free iPhone, I will publicly and ceremoniously burn my #BlackBerry.”
"
neu,msf,"White Paper: EMC Automated Performance Optimization for #Microsoft Applications http://t.co/aIK3EjWT #EMC #powerlink credential needed
"
neu,apl,"@Apple Not Likely to Win Appstore Suit Case Against @Amazon http://t.co/GNcDGQsc
"
neg,ggl,"They need to talk about the battery life impact of #AndroidBeam. It can't be good news. #Google #Android #ICS
"
neg,ggl,"#google+ is really confusing..
"
neg,apl,"So glad that I paid $69 for this @apple care protection plan. Been on hold for over 20 minutes now. Great customer service. #NOT
"
neu,msf,"If #Microsoft earnings disappoint, blame consumer PC sales http://t.co/xEKwTlUg
"
neg,apl,"oh.. my iphone is overcapacity huh?! -____- @Apple won't let me be great!!!
"
neu,twt,"AND HOW EVERYTIME I #GAIN A #FOLLOWER IT SAY I #LOSE ONE? #FUCKINUP #TWITTER VERY HEAVILY......#PROMOALLDAY #TMW #FOLLOWLIMITISGAY #STEPITUP
"
pos,ggl,"#GOOGLE #ANDROID 4.0 out ;-) Available with #SAMSUNG nexus!
"
irr,msf,"3 Tricks für mehr Kontrolle über #Microsoft #Windows 7 -http://j.mp/mSOETz #hack
"
irr,msf,"Spot-Premiere: Microsoft feiert die Produktfamilie / Erste Arbeit von Crispin, Porter & Bogusky: Micr... http://t.co/KKUAWLc7 #microsoft
"
irr,twt,"#Facebook y #Twitter me volverán loco! :$!
"
irr,msf,"Ahaaa! Ich hab mein Problemkind gefunden: KB2553065 ist der Übeltäter. #microsoft #office #update
"
neu,twt,"#ihateitwhen i think of a cool twit,by da tym i grab da fone & load #twitter i would have forgotten it!!! #dumbass
"
neu,msf,"Developers: Let Microsoft Market Your App for Windows Phone http://t.co/QZUqhCxx #wp7 #wp7dev #windowsphone #Microsoft #Marketplace
"
irr,ggl,"AsiaClassifiedToday: ITB Asia opens in Singapore - eTurboNews: eTurboNewsITB Asia opens in Singapo... http://t.co/vlL4NZc6 #asia #google
"
irr,ggl,"RT @twandroid: Widgets scrollables comme sur Honeycomb #google #nexusprime
"
pos,msf,"one more picture of the services provided in the #cloud. I am in love with #Microsoft http://t.co/Q0QLeokZ
"
neu,ggl,"Samsung Galaxy Nexus announced, full specs available http://t.co/0Nd3LiwV #samsung #galaxy #nexus #google #android #ics #thetechcheck
"
pos,ggl,"I'm an iOs user but the #ICS is awesome, great job #google
"
neu,twt,"RT @Free_Nuttball: #fuckyoumean #Pittsburgh don't got the best #twitter.
"
irr,apl,"http://t.co/EVItL2eO @KentStoffels @MArioMUssolini @iOS_Notch @Apple
"
neg,apl,"I wish the Apple updater would stop trying to ram iTunes down my throat. I don't own a pissing iPhone @apple
"
irr,ggl,"definitivamente sigo sin entender un carajo de #Google+
"
neu,twt,"RT @nagoul1: Can anyone please explain to us why the #Retweet """"issue"""" is happening to many, but not to others? #twitter #tweeting #tweeps
"
neu,msf,"RT @InternetBH: Microsoft finalises Skype deal - IT Business - News & Features - http://t.co/F9b14RY3: http://t.co/275l0zay #skype #Micr ...
"
neu,msf,".@allie_hooker #Microsoft has the edge in its cloud integration across its different platforms. Tablets still definitely lag behind though.
"
neu,apl,"Dear @Apple iMessage client for desktop please :)
"
irr,twt,"De volta no #Twitter.... Boa noite pessoas'
"
neu,ggl,"Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/9IvTJkit #Google
"
irr,msf,"#cuentaLaLeyenda que #microsoft llego a servir. Ah no! Eso nunca llego a ocurrir.
"
neu,msf,"The Great Tech War Of 2012 : http://t.co/RbEvrtfz #Tech #Mobile #2012 #Wireless #Apple #Google #Microsoft
"
neu,apl,"Been MIA from Twitter.. But now Tweeting from my new @apple iPhone! :) #finallycool #notreally well, It IS ..I'm not :) #stilllearning
"
irr,ggl,"#Google lanserar #Galaxy Nexus - tillgänglig i Europa från och med november: http://t.co/fVyNoW2p
"
irr,msf,"#Microsoft Please check out or site and join please. http://t.co/dRR4oq1Z we need more ppl maybe u can help
"
neu,ggl,"HTC on ICS: 'reviewing its features and functionality to determine our upgrade plans' http://t.co/UdkGr3Cb #android #google
"
neu,msf,"Check out this great Blog w/ Tips from #YouSendIt - what 2 Consider When Migrating 2 #Microsoft Exchange 2010 http://t.co/eeF3780B @YSI
"
irr,twt,"Será que antes de tener #Twitter le decía a la gente cuanta cosa se me ocurriera?
"
neu,ggl,"Android 4.0 SDK now available #google #android http://t.co/dB2Rzsu5 #neowin
"
irr,apl,"&gt; 4 mln iPhones verkocht in eerste weekend: http://t.co/1pPZz1oX (via @apple)
"
irr,ggl,"نظام جديد .. و جهاز جديد شكراً جزيلاً #samsung #google #android
"
neu,apl,"RT @Apple sells 4 million iPhone 4S in 3 days http://t.co/vElmtzNS via @reuters
"
neu,ggl,"ahahaa for the twitpic... the power of #google
"
irr,twt,"Graacias :D RT @RaHorajty051230 @JeMaZuCe buena pic de perfil de #twitter!!
"
irr,apl,"@Apple erneut im Fadenkreuz - Umweltverschmutzung? @Apple -Zulieferer muss Produktion stoppen http://t.co/aH9KgrLY
"
irr,twt,"no tempo qe eu usava #twitter era bem melhor, fazia muitas amizades, hoje em dia #twitter serve apenas para falar bobeiras :s
"
pos,ggl,"The new #Samsungnexus and 4.0 OS make the #iPhone4s look like an old bag phone. Nice job #Google and #Samsung.
"
irr,twt,"Bom, vou fechar esse #Twitter, porque ele está roubando os meus assuntos ¬¬
"
neg,apl,"This is the first time I've been unhappy with any @apple product... Disappointed, and the Internet seems as confused as I am right now.
"
neu,apl,"At @Apple HQ
"
neu,apl,"Talking @Apple keynotes over lunch with @yuvalariav. Challenged him to check something out ;-)
"
neu,msf,"Everything Can Be A Digital Surface Now, Courtesy Microsoft, Carnegie Mellon http://t.co/6S7pKbjI #microsoft #carnegiemellon
"
neu,msf,"RT @techinciter: Suppose Microsoft Had Bought Siri? - Forbes http://t.co/S19qrDjU #apple #microsoft #siri
"
irr,twt,"Es k algo le pasa a mi #twitter nada en lo que me taggean aparece ... Que sucede?
"
neu,ggl,"#Google announces #NFC-based #Android Beam for sharing between phones http://t.co/dduu9ffd
"
neu,ggl,"RT @iPadPowerUsers On Google+ then go here http://t.co/1OGs2xA9 #GPlus #Googleplus #Google #teamfollowback #socialnetwork
"
neu,apl,"Dear @apple, yesterday you sucked. Today you're awesome! Thanks LP Apple store, crash and burn mich ave store.
"
irr,ggl,"GMusic une Google Music con Apple iOS [Apps] #Apple #Google #iOS http://t.co/k2T4ztCY
"
neu,msf,"Microsoft's Steve Ballmer attacks Android phones http://t.co/bkgep6zm #Android #Microsoft #SteveBallmer #Google
"
irr,ggl,"RT @twandroid: Nouvelle application Contacts : les connections Linkedin, Twitter.. sont enfin intégrées ! #google #nexusprime
"
pos,apl,".@apple thanks for fixing this... http://t.co/wTj1ogDO
"
irr,ggl,"Le panorama est très sympa et peut être coupé à tout moment #google #nexusprime
"
irr,msf,"RT @deolindoo: viva #Microsoft o #google para e copiar a #apple e copia o #wp7 de tao bom que é. Incrivel como a interface metro esta ali,
"
neu,msf,"#SIGSource Dawn Evans interviewing #Microsoft's Tim McBride in SIG's Inside Source exec video series. In a new role in financial operations
"
irr,msf,"Il n'y a pas qu'à la maison que #windows plante :D http://t.co/TYh0AbxL #bug #BSOD #microsoft #plantage #lieuxpublics
"
irr,twt,"checando ... #Facebook #Twitter
"
irr,twt,"@adictoTR solo pajas escribis en el #Twitter va jejee
"
irr,twt,"HAHAHA, éee ne pelo #twitter, até #garotanachuva canta beeem, #kkk,! voo grava uma shamada de vooz pra voce ouvir! tenho mt sucesso ! #kkk
"
neg,msf,"#microsoft #SBS 2011 disabling third party software #updates via #gpo
"
neu,ggl,"#Google, #Samsung unveil Galaxy Nexus phone running #Android 4.0: Google and Samsung… http://t.co/vOGTb5Bx
"
neu,twt,"SO I HAD HER MAKE A #TWITTER SHE'S HOT & SEXY EVERY ONE FOLLOW ONE 1 MA NEW FOLLOWER'S @Rocioo08 LEGOOO! ! !
"
neu,ggl,"Is Google Analytics Reverse-Engineering Facebook?: http://t.co/mJHRoa7L #google #facebook #media #digitalstrategy
"
neu,msf,"RT @elearnnet: #microsoft #edu Microsoft's Kinect brings 'playful learning' to the Xbox 360 - The Guardian http://t.co/MW22MJOG
"
pos,ggl,"... I think I should work for #MelaleucaTheWellnessCompany ... Probably the best company to work for .. oh and #Google
"
neu,twt,"RT @JOMANERH: My #twitter age is 234 days 13 hours 41 minutes 16 seconds. Find out yours at http://t.co/MT0VAJwd #twittertime
"
irr,msf,"#Microsoft, war lang still um dich: Unified Extensible Firmware Interface #UEFI http://t.co/AdGfbm1V
"
neg,apl,"why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple
"
irr,ggl,"RT @twandroid Le baromètre est inclus dans le Galaxy Nexus #google #nexusprime
"
neu,apl,"started out as a trip to the @apple store. turned into a spontaneous fun evening w @MolleyMoody. we danced while trying on outfits. #girls
"
irr,twt,"Agora vou tentar dormi Game Over #Twitter #Facebook
"
irr,twt,"Mee ustan sus besiitos x #twitter aw* es una princesiita!
"
neg,apl,"@apple So I went to the 5th Ave store and was told I could wait about 4 hours to get a 4S. Needless to say I'm back at the hotel relaxing.
"
neu,msf,"RT @WesleyBackelant: Marketeer of the Year @ http://t.co/O07MOLI4 Please support @davidmerzel #microsoft
"
irr,msf,"#Alunos, vcs podem baixar a versão de avaliação do #Windows7 #Enterprise, de graça, diretamente da #Microsoft...Vejam - http://t.co/1rXnEpYl
"
pos,apl,"@apple loving the new IOS5 upgrade for the iPhone!
"
neu,ggl,"#Android #Google Android 4.0 Ice Cream Sandwich SDK now Available for Download http://t.co/Fue4VXxe #DhilipSiva
"
pos,ggl,"#google+ (: lovin it
"
neu,msf,"#Microsoft excludes tablets from its holiday advertising push http://t.co/kPslZjFC
"
neu,msf,"RT @TheStreet: Ballmer: #Microsoft Beating #Google in the Cloud - http://t.co/rfiaNud0 via @gigaom
"
irr,ggl,"Hinweis: kostenlose SEO-Infos http://t.co/d3WrYCUT #google
"
irr,ggl,"Partage d'apps en NFC #google #nexusprime
"
neg,apl,"@Apple - why do I have to have apps I am updating in their original 'folder' location? That was painful.
"
neu,ggl,"Empire Avenue. The Social Stock Market. What Is Your Online Activity Worth? http://t.co/AKlnmKAi #twitter #facebook #Google+ #socialmedia
"
irr,msf,"Bonsoir à toutes & Tous, voici le liien vers la rubrique #Microsoft du Paper d'aujourd'hui : Des Trucs Impressionnant : http://t.co/qHoFOxzD
"
irr,apl,"Un abrazo a tod@s desde el @Apple Store en #NewYork. Es un honor sumarse a la gente que honra la memora y el #genio de #SteveJobs.
"
neu,msf,"#Microsoft To Launch Its Own Version Of #Facebook Timeline Like Web Service Called Project #Greenwich http://t.co/MmS14pDW
"
irr,msf,"no es mucha novedad que hotmail este down todos estos dias #Microsoft
"
neu,msf,"#Microsoft Released Camera Codec Pack For Supporting RAW File #Windows
"
irr,twt,"A mimir!!!! Con el higado entrincado...! Bendita familia....!! :/ #twitter.off
"
neg,apl,"could @apple lion please integrate vertical spaces in mission control. this horizontal business is making me nauseous
"
neu,ggl,"Great Mission :: Ice Cream Sandwich, #Google mission was to build a mobile OS that works on both phones and tablets
"
neu,ggl,"This Is the #Samsung Galaxy Nexus, #Google's New Official Android Phone(via @Gizmodo) - The... http://t.co/HZdfN3oS
"
neu,apl,"Hey @apple next update can we get an emoji that's pointing the middle finger please?? Thanx!!
"
neu,ggl,"Ever post something to the wrong circles? #google+
"
irr,msf,"http://t.co/k3quwgcu #url unblocker #microsoft proxy #proxy for orkut #gmail proxy microsoft proxy server unblocked proxy site freega...
"
neu,twt,"coming back soon!!!! #twitter...
"
neu,ggl,"Recent study of #Google CTR reveals that top three positions in #GoogleSearch receive 35% of traffic.... http://t.co/IHts3PyW
"
neu,twt,"RT @Xo_Rosibel_: HEY EVERYBODY THAT HAS A #TWITTER FOLLOW ME NOWW @Aye_Cassandra @TeenSwagQuotess @_FcknJane @autumn_tarbania @Ayoo_Mari ...
"
neu,apl,"RT @ajrogers Purdie Rogers tribute to #SteveJobs and @apple. We spray painted the Macintosh Plus w.. http://t.co/AlDicTd1
"
pos,ggl,"i need a hookup, stop teasing me #google http://t.co/07YR58wL i want the new #nexus
"
irr,ggl,"Galaxy Nexus: Google-Handy mit HD-Display und Android 4.0 - Heise Newsticker http://t.co/a4WBqmc9 #Google
"
pos,apl,"@apple @siri is efffing amazing!!
"
neu,apl,"@apple... is it true that the 4s is named after #stevejobs.. """"For S""""? I hope so that is so touching!
"
neu,twt,"Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 19
"
pos,ggl,"Seriously!? Why do I still find the yellow pages ph book at my doorstep? These days I just #google it on my iphone.
"
pos,apl,"New macbook is too sick @apple
"
pos,twt,"Hello #twitter!
"
pos,msf,"Awesome! @TommyLee is moving to #Vancouver as Dev Evangelist for #Microsoft - we finally get a local
"
neg,apl,"Dear @Apple, I don't want the newsstand icon on my screen. #notcool
"
neu,ggl,"@Ayy_Queen #google it lol espn too
"
neu,msf,"Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/S54leHKi
"
neu,twt,"@jacobstanton2 @Ryan_Burke4 doesn't take much to be cool on #twitter
"
neu,msf,"#Microsoft's Ballmer: We're Building Windows Server 8 Around Cloud - well I guess thats makes sense!
"
neg,apl,"Wow the Genius Bar Reservation Line @Apple is ridic right now - ___- I am not amused. #ugh
"
irr,ggl,"Editeur de photo maintenant : redimensionner, .... (ce qu'on avait déjà vu) #google #nexusprime
"
irr,twt,"YA SE PRENDIO LA MECHA ENTRE MEXICO vs ECUADOR #TWITTER! EL PARTIDO TERMINO PRENDIDO Y AHORA POR #MichaelJacksonQuiñonez LO CREEN OFENSIVO!!
"
neu,ggl,"#Android #Google Samsung Galaxy Nexus Coming Soon To Three UK http://t.co/FQbfdiYE #DhilipSiva
"
irr,twt,"Tengo que estudiar para mis expos de mañana pero no... yo en #twitter
"
irr,ggl,"Hé bien c'était cool d'attendre pour voir la conférence :-), j'ai envie du #nexus #prime de #google mnt, et jouer avec #ICM #android 4.0
"
irr,twt,"quitandole las telarañas al #twitter jajaja
"
neg,apl,"RT @Jewelz2611 @mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..
"
neu,ggl,"Tap to focus and face recognition #ics #galaxynexus #google
"
neg,ggl,"Lecture Notes in Financial Economics pdf ebook: http://t.co/7gJQvEwN #google
"
pos,msf,"#Microsoft Research shows #Holodesk - looks like science fiction, but is science fact http://t.co/vv6ltkYp
"
neu,msf,"#Nokia 800 Renders Revealed http://t.co/K3txY6JZ #mobilenews #android #gingerbread #microsoft #nokia800 #nokian9
"
irr,ggl,"SDK dispo aujourd'hui #google #nexusprime
"
irr,ggl,"#Google y #Samsung lanzan oficialmente el #GalaxyNexus con #Android #IceCreamSandwich. http://t.co/N0yIucDw
"
neu,apl,"after being on hold with @apple for the last 30 mins, i really like their music selection of on-hold music. White Stripes, Ray Lamontagne...
"
pos,ggl,"#ics shutter speed is insane! Wow! Two thumbs up #google
"
neg,apl,"I sure as hell better be able to restore my calendar events. Terrible bug apple! @apple #icloud #anothericloudfail
"
neg,ggl,"first thing on #google's to do list: hire a performance coach.
"
irr,twt,"Sí tienen #twitter o #skype ustedes de #fb que esperan? Siganme y los sigo. Twitter: @Everibarra_ Skype: everthom3
"
neg,apl,"RT @ShayDiddy: @CircusTK @ups @apple both of them are bs!!! How do u tell me go between a certain time ONLY and the muh fuh is closed!
"
neu,twt,"RT @Its_kcheese: some stuff you only find on #TWITTER lolz
"
neu,ggl,"Fight: Galaxy Nexus vs. Droid RAZR vs. iPhone 4S http://t.co/P3qHh63d #Android #iPhone #Google
"
neu,ggl,"#Android #Google The Galaxy Nexus' System Apps Have Been Dumped http://t.co/LCZNPDHR #DhilipSiva
"
neu,twt,"@natemarozzi that's what #Twitter is for
"
irr,msf,"#Microsoft fulminate de este planeta!, como puede hacer eso a Android y a todos los desarrolladores y usuarios?
"
neu,twt,"M'kiite #twitter Off
"
irr,apl,"Curso de DJ na @apple em breve, informaçoes 30114020 ou 91287199 msn: dj_sandrocosta@hotmail.com @djtetekerbes
"
neu,apl,"@_alastair w/ respect, the old alternatives were talking to a computer in india or the geek squad. @apple does a pretty great job.
"
